INDEX,city,year,weekofyear,week_start_date,total_cases,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
852,sj,2006,36,9/10/2006,23,0.01235,-0.02706667,0.1379857,0.1328,24.11,301.0714286,301.1571429,296.8814286,303.1,298.8,15.5,78.12428571,24.11,18.40142857,3,28.54285714,6.342857143,32.2,24.4,9.8
853,sj,2006,37,9/17/2006,17,0.026125,-0.0535,0.1424143,0.1815,67.31,301.0985714,301.3642857,296.8614286,304.2,298.8,27.2,77.93,67.31,18.38285714,3.5,28.52857143,7.2,33.3,23.9,25.3
854,sj,2006,38,9/24/2006,33,-0.0556,-0.0162,0.1977,0.1719286,27.18,301.4185714,301.5642857,296.7214286,303.6,299.2,9.6,75.86142857,27.18,18.21,3.414285714,28.82857143,6.8,33.3,23.9,2.3
855,sj,2006,39,10/1/2006,15,-0.0265,-0.03535,0.1945429,0.1676,27.63,301.3442857,301.5357143,296.8985714,304.2,299,18.86,76.95285714,27.63,18.39857143,3.614285714,28.95714286,6.285714286,32.8,25,6.2
856,sj,2006,40,10/8/2006,13,,,0.1755,0.1958714,12.22,301.4742857,301.6928571,296.5471429,303.7,299.6,14.1,74.73285714,12.22,18.00142857,3.071428571,28.85714286,7.385714286,33.9,24.4,7.3
857,sj,2006,41,10/15/2006,11,0.06305,-0.1497,0.2367333,0.2508833,44.38,301.3971429,301.4285714,296.7642857,303.2,299.2,20.4,76.00714286,44.38,18.26285714,2.542857143,28.7,7.214285714,33.3,23.9,28
858,sj,2006,42,10/22/2006,14,0.12335,0.1152,0.07027143,0.05842857,64.15,300.7557143,300.7714286,296.8442857,302.9,298.6,37,79.41428571,64.15,18.39428571,3.028571429,28.35714286,7.528571429,33.3,23.9,140.8
859,sj,2006,43,10/29/2006,17,0.04593333,-0.0364,0.1736714,0.12805,95.43,300.6828571,300.8285714,296.8771429,302.9,299,27.2,79.93,95.43,18.46,3.085714286,28.11428571,7.014285714,32.8,23.3,65.8
860,sj,2006,44,11/5/2006,19,,0.0707,0.1566143,0.1134143,15.91,300.9357143,301.0285714,297.3657143,303.4,299.3,54.12,81.08571429,15.91,18.94714286,2.771428571,28.5,5.771428571,32.2,25,38
861,sj,2006,45,11/12/2006,20,-0.2761,-0.0331,0.2153167,0.1843571,6.61,300.88,300.9928571,296.1642857,302.8,299.2,8.2,75.56857143,6.61,17.61714286,2.585714286,27.98571429,6.128571429,31.7,24.4,18
862,sj,2006,46,11/19/2006,12,-0.1686,-0.4561,0.1658143,0.1308143,21.29,300.4128571,300.5642857,295.0628571,302.8,298.5,13.2,72.68428571,21.29,16.46428571,2.471428571,27.18571429,6.628571429,31.7,23.3,18.5
863,sj,2006,47,11/26/2006,21,0.0947,-0.01176667,0.1773286,0.1929,57.01,299.3285714,299.4857143,294.6557143,302.4,296.5,26.82,75.6,57.01,16.08,3.257142857,27.04285714,7.157142857,32.8,22.8,0.8
864,sj,2006,48,12/3/2006,7,0.0115,,0.08832857,0.02602857,51.3,300.3428571,300.4071429,295.9157143,302.2,298.4,14.56,76.82857143,51.3,17.34571429,2.9,27.41428571,7.4,32.2,22.2,88.7
865,sj,2006,49,12/10/2006,19,0.0516,-0.05264,0.2320286,0.09608571,25.02,299.4957143,299.4642857,294.5742857,300.8,297.5,42.55,74.43142857,25.02,15.97,2.014285714,25.94285714,5.771428571,29.4,22.2,68
866,sj,2006,50,12/17/2006,10,-0.04176667,0.025325,0.1784571,0.1963143,0,299.63,299.7357143,295.5914286,301.3,298.2,18.4,78.63857143,0,16.98714286,2.1,26.52857143,5.942857143,30,22.8,6.9
867,sj,2006,51,12/24/2006,13,-0.0548,0.0318,0.10776,0.1255167,0,299.3028571,299.4714286,294.5514286,300.8,297.7,14.5,75.24,0,15.91714286,1.971428571,25.92857143,6.171428571,30,22.2,26.9
868,sj,2007,1,1/1/2007,10,0.2643,0.05124,0.1484429,0.1446,0,298.6671429,298.8928571,294.2328571,300.2,297.6,12.4,76.52857143,0,15.59571429,1.871428571,25.35714286,4.985714286,28.3,21.7,21.7
869,sj,2007,2,1/8/2007,8,,-0.03805,0.1851571,0.2065429,0,298.5671429,298.6857143,293.76,300.3,296.7,16.3,74.81142857,0,15.11571429,2.114285714,25.08571429,6.557142857,29.4,21.1,14.8
870,sj,2007,3,1/15/2007,21,-0.0192,-0.0043,0.0963,0.06577143,63.41,298.2171429,298.3214286,294.0157143,300.6,295.9,60.49,77.64714286,63.41,15.36857143,3.042857143,24.97142857,6.185714286,28.3,20.6,21.4
871,sj,2007,4,1/22/2007,11,0.1288333,0.1152,0.2486833,0.2523286,0,298.2042857,298.3285714,293.2142857,299.5,296.6,9.33,73.80428571,0,14.61428571,1.971428571,25,5.714285714,28.3,21.1,16.8
872,sj,2007,5,1/29/2007,9,,0.041,0.1046857,0.1395429,0,297.9457143,298.2214286,292.6971429,301.3,295.5,0,72.76,0,14.16285714,3.785714286,25.08571429,7.771428571,30.6,20.6,0
873,sj,2007,6,2/5/2007,14,-0.2156,0.0658,0.2048429,0.2347,0,298.5485714,298.7928571,293.7385714,300.4,296.7,0.6,74.8,0,15.10285714,2.5,25.6,7.057142857,30,21.1,3.3
874,sj,2007,7,2/12/2007,14,-0.0752,-0.07194,0.2439429,0.1923143,0,298.4442857,298.5857143,293.8271429,301.4,295.8,1.2,75.75428571,0,15.18428571,3.457142857,26.15714286,7.6,32.2,21.1,0.3
875,sj,2007,8,2/19/2007,15,0.2121,0.1016,0.1901429,0.1567857,0,298.71,298.8928571,293.69,301.2,295.7,6.73,73.93285714,0,15.09142857,3.442857143,26.41428571,8.485714286,31.1,21.7,1.5
876,sj,2007,9,2/26/2007,18,,-0.01975,0.006183333,0.05438333,0,298.3157143,298.5142857,294.2042857,301,296.2,23.12,78.12571429,0,15.56142857,2.885714286,25.62857143,7,31.7,21.1,22.9
877,sj,2007,10,3/5/2007,16,0.0543,-0.0189,0.1837,0.1208571,0,299.1142857,299.25,294.3285714,301.5,296.9,3.7,75.01428571,0,15.69714286,3.071428571,26.55714286,7.671428571,32.2,22.2,8.4
878,sj,2007,11,3/12/2007,12,0.0373,0.0018,0.1647571,0.1754857,0,299.0157143,299.3357143,294.02,301,296.6,1.5,74.02571429,0,15.38285714,2.985714286,26.71428571,8.042857143,31.7,21.7,0.3
879,sj,2007,12,3/19/2007,20,0.0117,0.01655,0.1626714,0.1492,9.12,298.4528571,298.6571429,293.77,301.8,296.8,5.1,75.43857143,9.12,15.16714286,2.628571429,26.85714286,7.542857143,32.8,22.2,0.5
880,sj,2007,13,3/26/2007,8,0.02285,0.035575,0.0701,0.08295714,33.72,298.7557143,298.85,294.3757143,300.9,297.1,25.2,76.78428571,33.72,15.74142857,2.528571429,27.12857143,7.8,33.3,22.8,7.6
881,sj,2007,14,4/2/2007,3,0.01886667,0.03325,0.1870571,0.1638429,90.68,297.7771429,297.8642857,293.27,299.9,296.5,36.3,76.21428571,90.68,14.77285714,2.071428571,25.6,6.014285714,30,21.7,40.2
882,sj,2007,15,4/9/2007,13,-0.0743,0.0033,0.2062167,0.2322286,13.09,298.5528571,298.6928571,293.3842857,301.2,295.9,1.2,73.30142857,13.09,14.90857143,3.071428571,26.38571429,7.628571429,32.8,20.6,3.3
883,sj,2007,16,4/16/2007,4,0.0689,0.04426667,0.1083571,0.08502857,0,299.3357143,299.5571429,294.5071429,301.7,297.6,2.22,74.83285714,0,15.85428571,3,27.72857143,8.014285714,33.3,22.8,1.8
884,sj,2007,17,4/23/2007,1,0.0216,0.02055,0.09744286,0.0642,69.7,299.0228571,299.25,295.4914286,302.8,296.9,63.1,81.11285714,69.7,16.90714286,3.357142857,26.87142857,7.428571429,34.4,21.7,163.1
885,sj,2007,18,4/30/2007,10,0.0392,0.01195,0.1393857,0.1175571,93.03,298.7757143,298.8785714,295.4685714,301,296.6,63.81,82.08428571,93.03,16.81714286,2.214285714,26.21428571,5.471428571,30,22.2,79.8
886,sj,2007,19,5/7/2007,8,-0.06205,-0.02765,0.1429286,0.1718429,9.83,299.4671429,299.5142857,295.54,301.8,297.6,40.3,79.19428571,9.83,16.94714286,2.771428571,27.32857143,6.771428571,31.7,23.3,20.5
887,sj,2007,20,5/14/2007,13,0.0019,0.01205,0.2544143,0.2370857,6.8,300.66,300.8428571,296.1757143,303.1,298.8,8.4,76.76,6.8,17.60857143,3.171428571,29,7.671428571,33.3,24.4,0.3
888,sj,2007,21,5/21/2007,10,0.05825,0.0211,0.06742857,0.07848571,6.2,300.6928571,300.85,295.6142857,302.7,298.7,2.2,73.98142857,6.2,17.00571429,3.071428571,28.75714286,8.028571429,33.3,23.9,0.5
889,sj,2007,22,5/28/2007,21,,0.1007333,0.1275429,0.1072571,45.7,300.4614286,300.7214286,295.85,303.3,298.3,24.9,76.02285714,45.7,17.25714286,3.557142857,28.45714286,7.057142857,32.8,23.9,17
890,sj,2007,23,6/4/2007,18,-0.0118,-0.0616,0.1468429,0.1657286,85.81,300.9614286,301.1714286,296.1071429,303.3,298.9,17.74,74.96285714,85.81,17.50714286,3.428571429,29.2,7.4,33.9,23.3,33.3
891,sj,2007,24,6/11/2007,21,-0.0054,-0.02493333,0.1035571,0.08591429,62.42,300.55,300.5642857,295.9757143,302.9,298.4,25.3,76.16285714,62.42,17.37,2.385714286,28.54285714,7.214285714,34.4,23.9,47.6
892,sj,2007,25,6/18/2007,34,0.1058,0.04328,0.1976143,0.2087,15.76,301.1457143,301.3714286,296.0857143,303.6,298.9,4.2,74.16,15.76,17.48857143,2.971428571,29.01428571,7.5,33.9,24.4,4.3
893,sj,2007,26,6/25/2007,25,0.2484,0.11865,0.2273429,0.1632,46.08,301.0971429,301.3071429,296.54,303.7,299.3,9.7,76.32857143,46.08,17.94714286,2.671428571,29.27142857,6.542857143,33.9,25,1.5
894,sj,2007,27,7/2/2007,34,0.0501,0.005633333,0.22295,0.1635714,19.09,301.0157143,301.1071429,296.1557143,303.2,299.1,20.5,74.92142857,19.09,17.51285714,3.1,28.84285714,6.671428571,33.3,24.4,17.3
895,sj,2007,28,7/9/2007,33,,0.05715,0.1622167,0.1797571,1.13,300.9714286,301,296.1771429,303,298.7,11.56,75.24142857,1.13,17.56142857,2.8,28.87142857,6.728571429,33.3,24.4,10
896,sj,2007,29,7/16/2007,40,0.0826,0.0875,0.1183571,0.0914,40.7,300.9471429,301.0857143,296.1328571,303.2,298.8,22.32,75.14285714,40.7,17.50571429,2.914285714,28.57142857,6.757142857,33.3,24.4,21.3
897,sj,2007,30,7/23/2007,42,-0.00695,0.0335,0.1045571,0.1148571,85.11,300.4957143,300.5428571,296.8728571,302.9,298.4,40.34,80.80857143,85.11,18.35142857,2.857142857,28.57142857,6.271428571,33.3,25,69.8
898,sj,2007,31,7/30/2007,36,0.0746,0.1004,0.2338667,0.2433714,1.02,301.0814286,301.1714286,296.0628571,303.1,299.1,8.3,74.26428571,1.02,17.46714286,2.828571429,28.62857143,6.142857143,32.8,24.4,14.5
899,sj,2007,32,8/6/2007,72,0.0156,0.03105,0.1343143,0.1158571,37.75,301.17,301.2571429,296.9157143,303,299,21.41,77.76571429,37.75,18.40714286,2.571428571,28.61428571,5.814285714,31.7,24.4,6.4
900,sj,2007,33,8/13/2007,75,,0.00625,0.1273571,0.1259429,72.44,300.9871429,301.0928571,296.9228571,303,299,25.69,78.64,72.44,18.41142857,2.528571429,28.38571429,5.985714286,31.7,23.3,24.9
901,sj,2007,34,8/20/2007,76,0.0331,0.0927,0.2873286,0.2724857,34.47,300.9114286,301.0642857,296.8014286,302.9,298.9,56.82,78.46142857,34.47,18.30571429,2.785714286,28.45714286,6.742857143,33.9,23.9,35.3
902,sj,2007,35,8/27/2007,92,0.0821,0.06376667,0.1511429,0.1315429,62.56,300.8285714,300.9785714,296.5328571,303.7,299,30.89,77.56428571,62.56,18,2.7,28.38571429,6.928571429,33.9,23.9,20.1
903,sj,2007,36,9/3/2007,71,,0.0433,0.2283333,0.2021857,30.77,301.2185714,301.2428571,296.4457143,303.3,298.9,19.74,75.34571429,30.77,17.87,3,28.31428571,6.585714286,33.3,23.9,25.9
904,sj,2007,37,9/10/2007,112,,0.0569,0.2385429,0.1874857,10.37,301.1171429,301.15,296.2885714,303.5,298.8,22.24,75.19571429,10.37,17.72,3.157142857,28.87142857,6.514285714,33.9,25,10.4
905,sj,2007,38,9/17/2007,106,-0.01345,0.0749,0.1525714,0.1319286,70.39,301.2171429,301.3071429,296.5614286,303.1,298.9,26.14,75.97,70.39,18.03714286,2.814285714,28.3,6.285714286,32.8,24.4,26.9
906,sj,2007,39,9/24/2007,101,-0.0307,-0.00294,0.1527286,0.1446286,94.37,301.0528571,301.1785714,296.51,303.5,299,16.15,76.40571429,94.37,17.98142857,3.585714286,28.17142857,6.028571429,32.2,24.4,21.3
907,sj,2007,40,10/1/2007,170,0.096,0.02476667,0.1853,0.1177286,74.5,301.0228571,301.0285714,296.6428571,303.5,299.1,17.6,77.19,74.5,18.11857143,2.685714286,27.98571429,7.242857143,32.8,22.2,86.6
908,sj,2007,41,10/8/2007,135,0.009,0.104,0.1181286,0.1263429,108.26,300.79,300.9428571,296.8357143,302.9,299.3,21.98,79.17857143,108.26,18.37571429,3,28.12857143,6.914285714,33.3,23.9,14.5
909,sj,2007,42,10/15/2007,106,0.021,0.1326667,0.2459429,0.1897571,17.56,301.4928571,301.6357143,296.3542857,303.6,299.4,8.3,73.86714286,17.56,17.84571429,3.185714286,29.1,7.542857143,33.9,24.4,10.2
910,sj,2007,43,10/22/2007,68,,-0.00915,0.1911857,0.1764,16.48,301.0071429,301.0928571,295.8742857,302.8,299,15.66,73.66142857,16.48,17.27571429,2.471428571,27.95714286,6.442857143,32.2,24.4,8.6
911,sj,2007,44,10/29/2007,48,0.1243,0.0543,0.1568143,0.1235286,137.55,299.4585714,299.5428571,296.02,302.1,297.7,174.64,81.59428571,137.55,17.50285714,2.6,26.2,5.4,30.6,22.2,89.2
912,sj,2007,45,11/5/2007,48,-0.2517,-0.0486,0.2051714,0.1728833,15.25,300.6042857,300.6857143,295.8385714,302.6,298.2,10.3,75.35,15.25,17.29571429,2.257142857,27.44285714,6.857142857,32.2,22.8,4.1
913,sj,2007,46,11/12/2007,26,-0.0589,-0.06255,0.2057429,0.2025429,42,299.9342857,300.1857143,295.6385714,303.1,297.5,21.4,77.48142857,42,17.08285714,3.542857143,26.81428571,6.685714286,31.1,22.8,65.7
914,sj,2007,47,11/19/2007,33,,,0.2044857,0.1562857,73.37,299.8214286,299.8857143,295.7528571,301.8,297.9,43.4,78.52571429,73.37,17.18714286,2.514285714,26.9,6.2,31.1,22.8,40.4
915,sj,2007,48,11/26/2007,29,-0.0595,-0.04166667,0.09091667,0.1290857,15.95,299.09,299.1928571,293.3514286,300.7,297.3,9.78,70.72714286,15.95,14.76857143,2.071428571,25.44285714,5.385714286,28.9,22.2,36.4
916,sj,2007,49,12/3/2007,17,,-0.04235,0.0956,0.089,17.85,299.02,299.0214286,294.2885714,300.8,297.1,68,75.36857143,17.85,15.67571429,2.1,25.84285714,5.4,29.4,22.8,34.5
917,sj,2007,50,12/10/2007,12,-0.13305,-0.04555,0.15144,0.1431714,31.3,298.9,298.9714286,294.7742857,300.9,297,66.72,78.01571429,31.3,16.13,2.485714286,25.77142857,5.085714286,28.9,22.2,30.2
918,sj,2007,51,12/17/2007,13,,-0.039,0.1734167,0.1501714,62.11,298.6685714,298.7571429,294.9771429,300.4,296.2,50.53,80.17857143,62.11,16.34428571,2.371428571,25.07142857,4.914285714,28.9,21.7,108.2
919,sj,2007,52,12/24/2007,17,0.0148,0.0163,0.2072667,0.1445778,0,298.6028571,298.75,293.9285714,300.8,295.5,2.36,75.44857143,0,15.31857143,2.985714286,25.08571429,6.242857143,28.3,21.1,16.8
920,sj,2008,1,1/1/2008,15,0.0006,-0.3096,0.2398143,0.1955571,0,298.0385714,298.1214286,293.5142857,299.9,296.6,27.99,76.14857143,0,14.91142857,1.842857143,25.4,5.3,29.4,22.2,55.5
921,sj,2008,2,1/8/2008,14,,-0.10825,0.3304857,0.2442857,37.24,298.1428571,298.2285714,293.5957143,300,296.3,37.66,76.13142857,37.24,14.98,2.057142857,24.97142857,5.014285714,28.3,21.1,64.8
922,sj,2008,3,1/15/2008,15,,0.0383,0.125,0.1088429,0,297.6271429,297.8714286,293.02,300.1,295.3,4.1,75.64285714,0,14.48857143,3,24.42857143,5.628571429,27.8,20.6,2.5
923,sj,2008,4,1/22/2008,10,-0.0268,-0.2153,0.1126143,0.1602143,81.22,297.9685714,298.1285714,293.6357143,299.5,296.4,27.16,77.16714286,81.22,15.06571429,2,24.52857143,4.585714286,27.8,21.1,83.1
924,sj,2008,5,1/29/2008,9,,-0.1354,0.2233,0.1709429,0,298.0214286,298.1785714,292.9571429,300.7,294.3,2.7,73.56571429,0,14.40857143,3.3,24.57142857,6.442857143,28.9,20,3.1
925,sj,2008,6,2/5/2008,2,-0.1117,-0.0032,0.2328429,0.2711714,0,297.2371429,297.2785714,291.5371429,299.3,295.4,19.7,70.64285714,0,13.22571429,2.071428571,24.21428571,5.157142857,27.2,21.1,35.9
926,sj,2008,7,2/12/2008,6,0.072,-0.0631,0.1502,0.1492714,0,297.8385714,297.9071429,292.9414286,299.3,296.5,10.17,74.22857143,0,14.36714286,2.157142857,24.8,6.242857143,28.3,21.1,6.4
927,sj,2008,8,2/19/2008,8,-0.13865,-0.09506667,0.2460571,0.2281286,0,297.9071429,298.0571429,293.1342857,299.6,296.4,8.3,74.78571429,0,14.53857143,1.885714286,24.9,5.785714286,28.3,21.7,13.3
928,sj,2008,9,2/26/2008,5,,0.01542,0.2116286,0.1173429,0,297.7657143,298.0714286,292.5028571,299.9,296.3,6.46,72.66,0,13.96714286,2.285714286,24.74285714,5.5,27.8,21.1,12.9
929,sj,2008,10,3/4/2008,1,-0.0889,-0.09003333,0.2232429,0.1541857,0,297.8785714,298.0071429,293.0528571,299.9,295.5,6.5,74.68142857,0,14.47428571,2.614285714,25.11428571,6.114285714,29.4,21.1,13
930,sj,2008,11,3/11/2008,2,-0.3214,-0.1412,0.1106429,0.1410143,0,297.5957143,297.6428571,292.1971429,299.5,296.1,9.38,71.93428571,0,13.72142857,2.085714286,25.32857143,5.814285714,28.9,22.2,4.4
931,sj,2008,12,3/18/2008,3,0.0449,0.02445,0.1016286,0.088,0,297.4042857,297.4357143,292.2057143,299.8,294.9,0.9,72.91571429,0,13.73714286,3.871428571,25.2,7.042857143,30,20.6,0.5
932,sj,2008,13,3/25/2008,4,0.07785,-0.0399,0.3104714,0.2962429,27.19,296.9585714,296.9571429,292.0957143,299.7,294.4,7.55,74.24714286,27.19,13.64428571,2.885714286,25.04285714,5.785714286,30,21.1,1.8
933,sj,2008,14,4/1/2008,3,-0.038,-0.01683333,0.1193714,0.06638571,3.82,298.0814286,298.2285714,293.2357143,299.8,296.5,3.67,74.6,3.82,14.66285714,2.714285714,26.24285714,6.814285714,30.6,22.2,0.5
934,sj,2008,15,4/8/2008,1,-0.1552,-0.05275,0.1377571,0.1412143,16.96,297.46,297.5642857,292.7328571,299.4,295.8,35,75.02714286,16.96,14.18428571,2.185714286,25,5.714285714,29.4,21.7,30.7
935,sj,2008,16,4/15/2008,3,0.0018,,0.2039,0.2098429,0,297.63,297.7785714,292.2742857,299.7,295.9,4.82,72.28571429,0,13.85857143,2.785714286,25.31428571,6.242857143,29.4,21.7,11.2
936,sj,2008,17,4/22/2008,5,-0.037,-0.01036667,0.07731429,0.09058571,0,298.6728571,298.6928571,294.28,300.9,295.9,2.17,76.96,0,15.67142857,3.957142857,27.04285714,7.514285714,31.7,23.3,0.3
937,iq,2000,26,7/1/2000,0,0.1928857,0.1322571,0.3408857,0.2472,25.41,296.74,298.45,295.1842857,307.3,293.1,43.19,92.41857143,25.41,16.65142857,8.928571429,26.4,10.775,32.5,20.7,3
938,iq,2000,27,7/8/2000,0,0.2168333,0.2761,0.2894571,0.2416571,60.61,296.6342857,298.4285714,295.3585714,306.6,291.1,46,93.58142857,60.61,16.86285714,10.31428571,26.9,11.56666667,34,20.8,55.6
939,iq,2000,28,7/15/2000,0,0.1767571,0.1731286,0.2041143,0.1280143,55.52,296.4157143,297.3928571,295.6228571,304.5,292.6,64.77,95.84857143,55.52,17.12,7.385714286,26.8,11.46666667,33,20.7,38.1
940,iq,2000,29,7/22/2000,0,0.2277286,0.1454286,0.2542,0.2003143,5.6,295.3571429,296.2285714,292.7971429,303.6,288.6,23.96,87.23428571,5.6,14.43142857,9.114285714,25.76666667,10.53333333,31.5,14.7,30
941,iq,2000,30,7/29/2000,0,0.3286429,0.3221286,0.2543714,0.3610429,62.76,296.4328571,297.6357143,293.9571429,307,291.5,31.8,88.16142857,62.76,15.44428571,9.5,26.6,11.48,33.3,19.1,4
942,iq,2000,31,8/5/2000,0,0.2055286,0.1907571,0.2316714,0.2553143,16.24,297.1914286,298.2857143,291.7257143,306.2,288.5,1,74.72857143,16.24,13.42142857,13.77142857,25.34,10.94,32,17,11.5
943,iq,2000,32,8/12/2000,0,0.3124857,0.3299857,0.3805857,0.3872714,89.37,297.32,298.9785714,293.8214286,308.8,292.1,26.68,83.27571429,89.37,15.31142857,11.47142857,27.01666667,11.65,34,19.9,72.9
944,iq,2000,33,8/19/2000,0,0.3841333,0.39224,0.34178,0.38275,42.08,297.6271429,299.3357143,293.9928571,307.9,290.6,16.9,82.49,42.08,15.46571429,13.7,26.58333333,10.31666667,33,20.5,50.1
945,iq,2000,34,8/26/2000,0,0.4081571,0.3221571,0.4067143,0.3027143,49.22,298.2385714,299.5714286,292.9042857,310.1,291.3,5.59,74.74,49.22,14.44428571,13.77142857,26.9,13.4,34,19,89.2
946,iq,2000,35,9/2/2000,0,0.3320429,0.3210571,0.3146143,0.3242571,53.65,299.2185714,300.9285714,293.4728571,310.5,292.9,16.07,74.15142857,53.65,15.05714286,12.45714286,27.11666667,12.26666667,34,20,78
947,iq,2000,36,9/9/2000,1,0.2955857,0.2956833,0.3122143,0.2659286,23.12,300.8028571,301.9357143,290.6357143,312.8,291.5,2.5,57.78714286,23.12,12.65285714,14.9,28.36666667,12.9,35.8,21.7,56.9
948,iq,2000,37,9/16/2000,0,0.2846571,0.3097571,0.3878833,0.3281571,34.62,299.8585714,301.3714286,293.64,310.7,292.3,4.1,71.66,34.62,15.22714286,13.85714286,27.425,12.775,34.5,20.5,18.9
949,iq,2000,38,9/23/2000,0,0.3488143,0.2957167,0.4048429,0.2425714,97.55,297.4357143,298.5142857,292.7071429,310.2,288.3,3.2,77.48714286,97.55,14.33857143,11.31428571,27.53333333,12.56666667,36,20.5,104.2
950,iq,2000,39,9/30/2000,0,0.1756857,0.09948333,0.2257143,0.1827857,95.89,299.3557143,300.8857143,293.2171429,310.8,290,2.6,71.46285714,95.89,14.79857143,14.94285714,27.15,12.175,34,20.5,57.9
951,iq,2000,40,10/7/2000,0,0.33754,0.2769429,0.2775,0.25505,46.22,298.3728571,300.5,294.6642857,309.8,292.7,16.6,82.37142857,46.22,16.14857143,11.97142857,26.7,11.675,34,20,63
952,iq,2000,41,10/14/2000,1,0.2235333,0.1339143,0.3498,0.1009167,31.1,298.4742857,300.2857143,294.5928571,309.2,291.9,21.9,81.52285714,31.1,16.07142857,13.48571429,27.65714286,11.3,34,21,3
953,iq,2000,42,10/21/2000,1,0.2748,0.1870571,0.3739429,0.2794714,25.21,299.2114286,301.15,294.0071429,311.8,292.3,9.9,75.54,25.21,15.52857143,14.92857143,27.775,12.275,36,21,45.2
954,iq,2000,43,10/28/2000,0,0.3673,0.30555,0.45538,0.3258,49.25,299.5414286,301.1,294.7085714,310.2,291.9,23.3,76.94142857,49.25,16.19571429,13.45714286,28,12.46666667,34.6,20,57.9
955,iq,2000,44,11/4/2000,0,0.2951,0.21152,0.3044,0.2796167,67.64,299.44,300.8214286,295.2742857,312.2,292.4,20.2,79.42857143,67.64,16.86857143,13.32857143,27.6,12.33333333,35.5,21.1,7.1
956,iq,2000,45,11/11/2000,0,0.2713667,0.1515667,0.34725,0.2318667,51.83,300.7485714,301.8071429,295.28,310.4,294.3,19.2,74.80285714,51.83,16.84714286,12.87142857,28.175,12.25,35.2,21.5,13.5
957,iq,2000,46,11/18/2000,0,0.09993333,0.03586,0.1954857,0.06418333,39.25,301.6371429,302.6142857,294.2328571,311.8,294.2,3.6,67.18571429,39.25,15.88,13.37142857,29.025,13.1,36.4,21.7,0
958,iq,2000,47,11/25/2000,0,0.1699833,0.2893,0.3009833,0.1709167,55.91,300.8728571,301.9142857,293.06,311.1,293.6,11.2,66.04285714,55.91,14.76857143,13.14285714,27.7,11.35,36.5,21.5,
959,iq,2000,48,12/2/2000,0,0.2519714,0.2538,0.3235143,0.3191,20.65,299.23,301.2642857,294.7171429,310,293.5,14.5,78.88571429,20.65,16.24428571,12.01428571,27.05,11.575,34.2,21,19
960,iq,2000,49,12/9/2000,0,0.1658333,0.1824143,0.2545667,0.18625,24.53,300.2428571,301.0285714,293.3057143,312.2,292,1.7,68.55714286,24.53,14.9,15.45714286,28,12,34,22,0.8
961,iq,2000,50,12/16/2000,1,0.3387857,0.3168286,0.3503429,0.2977,111.06,298.7571429,300.3428571,294.52,311.4,291.9,48.76,80.40857143,111.06,16.09857143,11.97142857,26.61666667,9.65,33.8,21,67.2
962,iq,2000,51,12/23/2000,0,0.2650143,0.1690571,0.2348667,0.3022429,3.9,300.4114286,302,291.0928571,311.2,294.6,5.7,60.64142857,3.9,13.18857143,13,28.2,12.28333333,35,21,0
963,iq,2001,1,1/1/2001,0,0.2547143,0.2285286,0.2505857,0.287,59.11,297.9585714,298.9857143,296.99,305.5,293.2,64.6,94.95571429,59.11,18.67285714,6.942857143,27.33333333,11,33.3,21.8,38.9
964,iq,2001,2,1/8/2001,0,0.3021333,0.2035167,0.2674333,0.274,69.85,298.0442857,299.4142857,294.3457143,309.8,292.5,22.98,82.34714286,69.85,15.85857143,11.08571429,27,11.225,33.2,20.7,59.9
965,iq,2001,3,1/15/2001,0,0.1747571,0.1033167,0.2582429,0.1767286,149.71,298.3685714,300.2357143,295.0614286,308.7,294,24.92,84.17571429,149.71,16.6,11.01428571,27.05,10.9,33,20.5,52
966,iq,2001,4,1/22/2001,0,0.2376,0.1912667,0.1258571,0.2314429,50.02,295.7228571,296.6714286,294.5942857,301.8,292.3,88.03,94.05714286,50.02,16.07142857,5.628571429,25.71666667,9.433333333,31.2,20,166.9
967,iq,2001,5,1/29/2001,0,0.3415,0.2606667,0.3293857,0.3690714,87.18,295.2971429,296.1,294.4114286,302.2,292.2,80.95,95.40714286,87.18,15.86,5.142857143,26.43333333,9.666666667,33,20,147.8
968,iq,2001,6,2/5/2001,0,0.2335857,0.161,0.1966143,0.2267,31.93,295.5114286,296.1285714,293.4085714,303.6,292.5,16.4,89.08,31.93,14.94714286,6.171428571,27.35,10.025,34.2,21.7,3.3
969,iq,2001,7,2/12/2001,0,0.1554143,0.1350167,0.1485286,0.1571,66.84,295.37,296.4928571,294.4385714,304.4,292.3,37.96,94.88428571,66.84,15.93,6.042857143,26.3,8.95,33,21,83.1
970,iq,2001,8,2/19/2001,0,0.1353714,0.0823,0.1297571,0.1840429,16.17,296.07,296.9785714,294.73,304.4,290.6,34.18,92.84285714,16.17,16.25142857,7.585714286,26.93333333,10,33.2,21,38.1
